Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Additional province code,Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (2001 Counts),Broad Age Groups: 0 to 14 (2001 Counts),Broad Age Groups: 15 to 64 (2001 Counts),Broad Age Groups: 65 years and over (2001 Counts),Broad Age Groups: 85 years and over (2001 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (% Distribution 2001),Broad Age Groups: 0 to 14 (% Distribution 2001) ,Broad Age Groups: 15 to 64 (% Distribution 2001),Broad Age Groups: 65 years and over (% Distribution 2001),Broad Age Groups: 85 years and over (% Distribution 2001),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016),Total (Percent Change 2001 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2001 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2001 to 2016),Broad Age Groups: 65 years and over (Percent Change 2001 to 2016),Broad Age Groups: 85 years and over (Percent Change 2001 to 2016)
720,Swift Current,CA,Saskatchewan,47, ,5.2,00000,Female,9395,1495,5905,1990,435,9020,1435,5660,1920,420,8515,1355,5205,1955,395,8630,1465,5240,1930,325,100,15.9,62.9,21.2,4.6,100,15.9,62.7,21.3,4.7,100,15.9,61.1,23,4.6,100,17,60.7,22.4,3.8,4.2,4.2,4.3,3.6,3.6,10.3,10.3,13.4,1.8,10.1,8.9,2,12.7,3.1,33.8
725,Saskatoon,CMA,Saskatchewan,47, ,4.5,00000,Both sexes,295095,55695,201505,37900,6005,262215,47065,183420,31740,5165,235220,43460,162605,29150,4420,227275,46950,153510,26825,3685,100,18.9,68.3,12.8,2,100,17.9,70,12.1,2,100,18.5,69.1,12.4,1.9,100,20.7,67.5,11.8,1.6,12.5,18.3,9.9,19.4,16.3,25.5,28.2,23.9,30,35.9,29.8,18.6,31.3,41.3,63
725,Saskatoon,CMA,Saskatchewan,47, ,4.5,00000,Male,145735,28605,100725,16405,1975,128905,24100,91435,13370,1560,114445,22325,80110,12015,1310,110130,24065,75035,11025,1100,100,19.6,69.1,11.3,1.4,100,18.7,70.9,10.4,1.2,100,19.5,70,10.5,1.1,100,21.9,68.1,10,1,13.1,18.7,10.2,22.7,26.6,27.3,28.1,25.7,36.5,50.8,32.3,18.9,34.2,48.8,79.5
725,Saskatoon,CMA,Saskatchewan,47, ,4.5,00000,Female,149365,27085,100780,21500,4025,133305,22965,91980,18365,3605,120770,21140,82495,17135,3115,117150,22880,78475,15795,2585,100,18.1,67.5,14.4,2.7,100,17.2,69,13.8,2.7,100,17.5,68.3,14.2,2.6,100,19.5,67,13.5,2.2,12,17.9,9.6,17.1,11.7,23.7,28.1,22.2,25.5,29.2,27.5,18.4,28.4,36.1,55.7
735,North Battleford,CA,Saskatchewan,47, ,5.7,00000,Both sexes,19620,4050,12145,3425,655,18850,3890,11955,3005,540,17765,3700,11140,2930,480,18590,3990,11520,3075,475,100,20.6,61.9,17.5,3.3,100,20.6,63.4,15.9,2.9,100,20.8,62.7,16.5,2.7,100,21.5,62,16.5,2.6,4.1,4.1,1.6,14,21.3,10.4,9.5,9,16.9,36.5,5.5,1.5,5.4,11.4,37.9
735,North Battleford,CA,Saskatchewan,47, ,5.7,00000,Male,9330,2015,5830,1485,225,8965,1965,5740,1260,170,8395,1875,5315,1200,155,8875,2000,5575,1300,160,100,21.6,62.5,15.9,2.4,100,21.9,64,14.1,1.9,100,22.3,63.3,14.3,1.8,100,22.5,62.8,14.6,1.8,4.1,2.5,1.6,17.9,32.4,11.1,7.5,9.7,23.8,45.2,5.1,0.8,4.6,14.2,40.6
735,North Battleford,CA,Saskatchewan,47, ,5.7,00000,Female,10295,2040,6315,1945,430,9885,1925,6210,1750,370,9370,1820,5830,1725,325,9720,1990,5945,1780,310,100,19.8,61.3,18.9,4.2,100,19.5,62.8,17.7,3.7,100,19.4,62.2,18.4,3.5,100,20.5,61.2,18.3,3.2,4.1,6,1.7,11.1,16.2,9.9,12.1,8.3,12.8,32.3,5.9,2.5,6.2,9.3,38.7
745,Prince Albert,CA,Saskatchewan,47, ,6.3,00100,Both sexes,44160,9185,28295,6680,1030,43660,9140,28610,5910,880,41685,9090,26905,5695,840,42525,9830,27280,5410,765,100,20.8,64.1,15.1,2.3,100,20.9,65.5,13.5,2,100,21.8,64.5,13.7,2,100,23.1,64.2,12.7,1.8,1.1,0.5,-1.1,13,17,5.9,1,5.2,17.3,22.6,3.8,-6.6,3.7,23.5,34.6
745,Prince Albert,CA,Saskatchewan,47, ,6.3,00100,Male,21670,4755,14025,2890,315,21515,4705,14225,2590,285,19910,4645,12890,2375,240,20865,5085,13500,2285,245,100,21.9,64.7,13.3,1.5,100,21.9,66.1,12,1.3,100,23.3,64.7,11.9,1.2,100,24.4,64.7,11,1.2,0.7,1.1,-1.4,11.6,10.5,8.8,2.4,8.8,21.7,31.3,3.9,-6.5,3.9,26.5,28.6
745,Prince Albert,CA,Saskatchewan,47, ,6.3,00100,Female,22490,4425,14275,3790,715,22145,4435,14385,3320,595,21780,4450,14010,3320,600,21655,4745,13785,3125,520,100,19.7,63.5,16.9,3.2,100,20,65,15,2.7,100,20.4,64.3,15.2,2.8,100,21.9,63.7,14.4,2.4,1.6,-0.2,-0.8,14.2,20.2,3.3,-0.6,1.9,14.2,19.2,3.9,-6.7,3.6,21.3,37.5
750,Estevan,CA,Saskatchewan,47, ,3.9,00000,Both sexes,13615,2560,9315,1745,330,12975,2355,8980,1635,305,11880,2290,7890,1700,320,12080,2635,7755,1690,265,100,18.8,68.4,12.8,2.4,100,18.2,69.2,12.6,2.4,100,19.3,66.4,14.3,2.7,100,21.8,64.2,14,2.2,4.9,8.7,3.7,6.7,8.2,14.6,11.8,18.1,2.6,3.1,12.7,-2.8,20.1,3.3,24.5
750,Estevan,CA,Saskatchewan,47, ,3.9,00000,Male,6905,1245,4885,775,115,6615,1165,4775,675,95,5965,1185,4090,695,95,6110,1365,4050,700,80,100,18,70.7,11.2,1.7,100,17.6,72.2,10.2,1.4,100,19.9,68.6,11.7,1.6,100,22.3,66.3,11.5,1.3,4.4,6.9,2.3,14.8,21.1,15.8,5.1,19.4,11.5,21.1,13,-8.8,20.6,10.7,43.8
750,Estevan,CA,Saskatchewan,47, ,3.9,00000,Female,6710,1310,4430,970,215,6355,1185,4205,955,210,5915,1110,3800,1010,225,5975,1270,3710,995,185,100,19.5,66,14.5,3.2,100,18.6,66.2,15,3.3,100,18.8,64.2,17.1,3.8,100,21.3,62.1,16.7,3.1,5.6,10.5,5.4,1.6,2.4,13.4,18,16.6,-4,-4.4,12.3,3.1,19.4,-2.5,16.2
755,Weyburn,CA,Saskatchewan,47, ,4.2,00000,Both sexes,10870,2050,6750,2065,450,10485,1830,6510,2145,435,9435,1700,5650,2075,435,9535,1785,5665,2090,395,100,18.9,62.1,19,4.1,100,17.5,62.1,20.5,4.1,100,18,59.9,22,4.6,100,18.7,59.4,21.9,4.1,3.7,12,3.7,-3.7,3.4,15.2,20.6,19.5,-0.5,3.4,14,14.8,19.2,-1.2,13.9
755,Weyburn,CA,Saskatchewan,47, ,4.2,00000,Male,5250,1035,3380,835,155,5035,925,3255,850,130,4505,855,2835,815,125,4495,870,2795,830,135,100,19.7,64.4,15.9,3,100,18.4,64.6,16.9,2.6,100,19,62.9,18.1,2.8,100,19.4,62.2,18.5,3,4.3,11.9,3.8,-1.8,19.2,16.5,21.1,19.2,2.5,24,16.8,19,20.9,0.6,14.8
755,Weyburn,CA,Saskatchewan,47, ,4.2,00000,Female,5620,1015,3375,1225,295,5450,905,3250,1290,310,4925,845,2815,1265,305,5045,915,2870,1260,255,100,18.1,60.1,21.8,5.2,100,16.6,59.6,23.7,5.7,100,17.2,57.2,25.7,6.2,100,18.1,56.9,25,5.1,3.1,12.2,3.8,-5,-4.8,14.1,20.1,19.9,-3.2,-3.3,11.4,10.9,17.6,-2.8,15.7
805,Medicine Hat,CA,Alberta,48, ,4.6,00000,Both sexes,76520,14010,49820,12695,1830,72805,13350,48665,10795,1515,68825,12505,46340,9975,1465,61735,12140,40715,8880,935,100,18.3,65.1,16.6,2.4,100,18.3,66.8,14.8,2.1,100,18.2,67.3,14.5,2.1,100,19.7,66,14.4,1.5,5.1,4.9,2.4,17.6,20.8,11.2,12,7.5,27.3,24.9,23.9,15.4,22.4,43,95.7
805,Medicine Hat,CA,Alberta,48, ,4.6,00000,Male,37675,7180,24770,5720,630,35780,6760,24245,4770,505,34070,6310,23445,4315,505,30505,6245,20340,3915,325,100,19.1,65.7,15.2,1.7,100,18.9,67.8,13.3,1.4,100,18.5,68.8,12.7,1.5,100,20.5,66.7,12.8,1.1,5.3,6.2,2.2,19.9,24.8,10.6,13.8,5.7,32.6,24.8,23.5,15,21.8,46.1,93.8
805,Medicine Hat,CA,Alberta,48, ,4.6,00000,Female,38850,6825,25045,6975,1205,37035,6590,24415,6025,1010,34750,6200,22895,5655,960,31230,5895,20375,4965,610,100,17.6,64.5,18,3.1,100,17.8,65.9,16.3,2.7,100,17.8,65.9,16.3,2.8,100,18.9,65.2,15.9,2,4.9,3.6,2.6,15.8,19.3,11.8,10.1,9.4,23.3,25.5,24.4,15.8,22.9,40.5,97.5
806,Brooks,CA,Alberta,48, ,5.2,00000,Both sexes,24660,5600,16205,2860,370,23430,5150,15945,2335,340,22455,4920,15575,1960,280,21690,4895,14950,1845,220,100,22.7,65.7,11.6,1.5,100,22,68.1,10,1.5,100,21.9,69.4,8.7,1.2,100,22.6,68.9,8.5,1,5.2,8.7,1.6,22.5,8.8,9.8,13.8,4,45.9,32.1,13.7,14.4,8.4,55,68.2
806,Brooks,CA,Alberta,48, ,5.2,00000,Male,12735,2905,8475,1355,130,12145,2575,8495,1075,105,11770,2540,8345,880,95,11350,2525,8000,825,75,100,22.8,66.5,10.6,1,100,21.2,69.9,8.9,0.9,100,21.6,70.9,7.5,0.8,100,22.2,70.5,7.3,0.7,4.9,12.8,-0.2,26,23.8,8.2,14.4,1.6,54,36.8,12.2,15,5.9,64.2,73.3
806,Brooks,CA,Alberta,48, ,5.2,00000,Female,11925,2695,7730,1505,245,11285,2575,7450,1260,235,10680,2375,7220,1080,190,10335,2370,6950,1015,145,100,22.6,64.8,12.6,2.1,100,22.8,66,11.2,2.1,100,22.2,67.6,10.1,1.8,100,22.9,67.2,9.8,1.4,5.7,4.7,3.8,19.4,4.3,11.7,13.5,7.1,39.4,28.9,15.4,13.7,11.2,48.3,69
810,Lethbridge,CMA,Alberta,48, ,4.8,00000,Both sexes,117395,22425,76700,18265,2705,106000,19270,71435,15295,2210,95195,17575,64070,13555,1940,87385,17500,57675,12215,1550,100,19.1,65.3,15.6,2.3,100,18.2,67.4,14.4,2.1,100,18.5,67.3,14.2,2,100,20,66,14,1.8,10.8,16.4,7.4,19.4,22.4,23.3,27.6,19.7,34.7,39.4,34.3,28.1,33,49.5,74.5
810,Lethbridge,CMA,Alberta,48, ,4.8,00000,Male,58090,11535,38300,8250,990,52045,9885,35395,6765,740,46525,8965,31680,5875,640,42760,9005,28535,5220,500,100,19.9,65.9,14.2,1.7,100,19,68,13,1.4,100,19.3,68.1,12.6,1.4,100,21.1,66.7,12.2,1.2,11.6,16.7,8.2,22,33.8,24.9,28.7,20.9,40.4,54.7,35.9,28.1,34.2,58,98
810,Lethbridge,CMA,Alberta,48, ,4.8,00000,Female,59305,10890,38405,10010,1715,53950,9385,36035,8530,1470,48665,8605,32390,7675,1305,44625,8490,29140,6995,1055,100,18.4,64.8,16.9,2.9,100,17.4,66.8,15.8,2.7,100,17.7,66.6,15.8,2.7,100,19,65.3,15.7,2.4,9.9,16,6.6,17.4,16.7,21.9,26.6,18.6,30.4,31.4,32.9,28.3,31.8,43.1,62.6
820,Okotoks,CA,Alberta,48, ,2.8,00000,Both sexes,28880,6955,18940,2990,350,24510,6075,16630,1810,170,17145,4360,11825,960,80,11680,3210,7840,630,45,100,24.1,65.6,10.4,1.2,100,24.8,67.8,7.4,0.7,100,25.4,69,5.6,0.5,100,27.5,67.1,5.4,0.4,17.8,14.5,13.9,65.2,105.9,68.4,59.5,60.2,211.5,337.5,147.3,116.7,141.6,374.6,677.8
820,Okotoks,CA,Alberta,48, ,2.8,00000,Male,14315,3565,9370,1375,110,12300,3160,8285,850,65,8605,2285,5875,440,30,5805,1640,3890,270,10,100,24.9,65.5,9.6,0.8,100,25.7,67.4,6.9,0.5,100,26.6,68.3,5.1,0.3,100,28.3,67,4.7,0.2,16.4,12.8,13.1,61.8,69.2,66.4,56,59.5,212.5,266.7,146.6,117.4,140.9,409.3,1000
820,Okotoks,CA,Alberta,48, ,2.8,00000,Female,14565,3385,9565,1610,245,12215,2915,8345,955,105,8540,2070,5950,520,45,5875,1570,3945,360,30,100,23.2,65.7,11.1,1.7,100,23.9,68.3,7.8,0.9,100,24.2,69.7,6.1,0.5,100,26.7,67.1,6.1,0.5,19.2,16.1,14.6,68.6,133.3,70.6,63.5,60.8,209.6,444.4,147.9,115.6,142.5,347.2,716.7
821,High River,CA,Alberta,48, ,4.9,00000,Both sexes,13580,2520,8090,2970,295,12930,2305,8165,2460,245,10735,2060,6820,1860,190,9380,1900,5975,1505,175,100,18.6,59.6,21.9,2.2,100,17.8,63.1,19,1.9,100,19.2,63.5,17.3,1.8,100,20.3,63.7,16,1.9,5,9.3,-0.9,20.7,20.4,26.5,22.3,18.6,59.7,55.3,44.8,32.6,35.4,97.3,68.6
821,High River,CA,Alberta,48, ,4.9,00000,Male,6715,1310,4030,1380,125,6360,1180,4020,1155,100,5285,1085,3330,875,70,4600,965,2975,665,55,100,19.5,60,20.6,1.9,100,18.6,63.2,18.2,1.6,100,20.5,63,16.6,1.3,100,21,64.7,14.5,1.2,5.6,11,0.2,19.5,25,27.1,20.7,21,57.7,78.6,46,35.8,35.5,107.5,127.3
821,High River,CA,Alberta,48, ,4.9,00000,Female,6870,1210,4065,1590,170,6575,1125,4145,1300,145,5450,975,3495,985,120,4780,940,3000,835,120,100,17.6,59.2,23.1,2.5,100,17.1,63,19.8,2.2,100,17.9,64.1,18.1,2.2,100,19.7,62.8,17.5,2.5,4.5,7.6,-1.9,22.3,17.2,26.1,24.1,16.3,61.4,41.7,43.7,28.7,35.5,90.4,41.7
825,Calgary,CMA,Alberta,48, ,3.8,00000,Both sexes,1392610,261455,978155,153005,19050,1214840,222575,873525,118745,14830,1079310,199090,778990,101230,11605,951535,186575,679150,85810,8510,100,18.8,70.2,11,1.4,100,18.3,71.9,9.8,1.2,100,18.4,72.2,9.4,1.1,100,19.6,71.4,9,0.9,14.6,17.5,12,28.9,28.5,29,31.3,25.6,51.1,64.2,46.4,40.1,44,78.3,123.9
825,Calgary,CMA,Alberta,48, ,3.8,00000,Male,695135,134160,490645,70325,6910,606865,113965,440195,52710,4790,538585,101795,392480,44310,3700,474780,95300,342675,36810,2490,100,19.3,70.6,10.1,1,100,18.8,72.5,8.7,0.8,100,18.9,72.9,8.2,0.7,100,20.1,72.2,7.8,0.5,14.5,17.7,11.5,33.4,44.3,29.1,31.8,25,58.7,86.8,46.4,40.8,43.2,91,177.5
825,Calgary,CMA,Alberta,48, ,3.8,00000,Female,697480,127295,487505,82675,12145,607970,108605,433330,66030,10045,540720,97295,386510,56915,7910,476750,91275,336475,49000,6020,100,18.3,69.9,11.9,1.7,100,17.9,71.3,10.9,1.7,100,18,71.5,10.5,1.5,100,19.1,70.6,10.3,1.3,14.7,17.2,12.5,25.2,20.9,29,30.8,26.1,45.3,53.5,46.3,39.5,44.9,68.7,101.7
826,Strathmore,CA,Alberta,48, ,5.2,00000,Both sexes,13755,2795,8810,2150,310,12305,2635,8125,1545,205,10240,2275,6790,1175,150,7625,1745,5000,880,115,100,20.3,64,15.6,2.3,100,21.4,66,12.6,1.7,100,22.2,66.3,11.5,1.5,100,22.9,65.6,11.5,1.5,11.8,6.1,8.4,39.2,51.2,34.3,22.9,29.7,83,106.7,80.4,60.2,76.2,144.3,169.6
826,Strathmore,CA,Alberta,48, ,5.2,00000,Male,6705,1410,4345,955,115,6065,1340,4035,695,75,5065,1145,3390,525,45,3780,895,2500,385,30,100,21,64.8,14.2,1.7,100,22.1,66.5,11.5,1.2,100,22.6,66.9,10.4,0.9,100,23.7,66.1,10.2,0.8,10.6,5.2,7.7,37.4,53.3,32.4,23.1,28.2,81.9,155.6,77.4,57.5,73.8,148.1,283.3
826,Strathmore,CA,Alberta,48, ,5.2,00000,Female,7055,1385,4470,1195,195,6240,1295,4090,850,135,5175,1130,3395,650,105,3845,845,2500,500,80,100,19.6,63.4,16.9,2.8,100,20.8,65.5,13.6,2.2,100,21.8,65.6,12.6,2,100,22,65,13,2.1,13.1,6.9,9.3,40.6,44.4,36.3,22.6,31.7,83.8,85.7,83.5,63.9,78.8,139,143.8
828,Canmore,CA,Alberta,48, ,6.3,00100,Both sexes,13990,2055,10105,1835,180,12290,1855,9190,1245,130,12040,2005,9050,985,100,10790,2055,7970,765,85,100,14.7,72.2,13.1,1.3,100,15.1,74.8,10.1,1.1,100,16.7,75.2,8.2,0.8,100,19,73.9,7.1,0.8,13.8,10.8,10,47.4,38.5,16.2,2.5,11.7,86.3,80,29.7,0,26.8,139.9,111.8
828,Canmore,CA,Alberta,48, ,6.3,00100,Male,7020,1035,5045,945,65,6160,950,4615,600,40,6010,1015,4540,455,30,5445,1080,4025,335,20,100,14.7,71.9,13.5,0.9,100,15.4,74.9,9.7,0.6,100,16.9,75.5,7.6,0.5,100,19.8,73.9,6.2,0.4,14,8.9,9.3,57.5,62.5,16.8,2,11.1,107.7,116.7,28.9,-4.2,25.3,182.1,225
828,Canmore,CA,Alberta,48, ,6.3,00100,Female,6970,1020,5065,890,120,6125,905,4575,645,85,6025,985,4510,535,70,5350,975,3945,430,60,100,14.6,72.7,12.8,1.7,100,14.8,74.7,10.5,1.4,100,16.3,74.9,8.9,1.2,100,18.2,73.7,8,1.1,13.8,12.7,10.7,38,41.2,15.7,3.6,12.3,66.4,71.4,30.3,4.6,28.4,107,100
830,Red Deer,CA,Alberta,48, ,4.7,00000,Both sexes,100415,18685,69715,12020,1680,90565,16565,64560,9435,1295,83240,15100,59935,8205,1100,68280,13705,47925,6650,750,100,18.6,69.4,12,1.7,100,18.3,71.3,10.4,1.4,100,18.1,72,9.9,1.3,100,20.1,70.2,9.7,1.1,10.9,12.8,8,27.4,29.7,20.6,23.7,16.3,46.5,52.7,47.1,36.3,45.5,80.8,124
830,Red Deer,CA,Alberta,48, ,4.7,00000,Male,49685,9600,34830,5255,570,44825,8495,32330,4010,410,41490,7635,30440,3415,380,33685,7020,23940,2725,225,100,19.3,70.1,10.6,1.1,100,19,72.1,8.9,0.9,100,18.4,73.4,8.2,0.9,100,20.8,71.1,8.1,0.7,10.8,13,7.7,31,39,19.8,25.7,14.4,53.9,50,47.5,36.8,45.5,92.8,153.3
830,Red Deer,CA,Alberta,48, ,4.7,00000,Female,50735,9085,34885,6760,1110,45740,8075,32235,5425,885,41745,7465,29495,4790,720,34595,6680,23985,3925,525,100,17.9,68.8,13.3,2.2,100,17.7,70.5,11.9,1.9,100,17.9,70.7,11.5,1.7,100,19.3,69.3,11.3,1.5,10.9,12.5,8.2,24.6,25.4,21.5,21.7,18.3,41.1,54.2,46.7,36,45.4,72.2,111.4
831,Sylvan Lake,CA,Alberta,48, ,4.6,00000,Both sexes,15305,3425,10580,1300,140,12760,2980,8915,865,100,10700,2550,7375,780,95,7950,1985,5400,570,60,100,22.4,69.1,8.5,0.9,100,23.4,69.9,6.8,0.8,100,23.8,68.9,7.3,0.9,100,25,67.9,7.2,0.8,19.9,14.9,18.7,50.3,40,43,34.3,43.5,66.7,47.4,92.5,72.5,95.9,128.1,133.3
831,Sylvan Lake,CA,Alberta,48, ,4.6,00000,Male,7685,1735,5360,590,50,6450,1530,4550,370,20,5450,1270,3860,325,20,4045,1025,2770,245,20,100,22.6,69.7,7.7,0.7,100,23.7,70.5,5.7,0.3,100,23.3,70.8,6,0.4,100,25.3,68.5,6.1,0.5,19.1,13.4,17.8,59.5,150,41,36.6,38.9,81.5,150,90,69.3,93.5,140.8,150
831,Sylvan Lake,CA,Alberta,48, ,4.6,00000,Female,7615,1690,5220,705,90,6315,1455,4360,495,80,5255,1280,3525,455,75,3910,960,2630,325,40,100,22.2,68.5,9.3,1.2,100,23,69,7.8,1.3,100,24.4,67.1,8.7,1.4,100,24.6,67.3,8.3,1,20.6,16.2,19.7,42.4,12.5,44.9,32,48.1,54.9,20,94.8,76,98.5,116.9,125
832,Lacombe,CA,Alberta,48, ,4.1,00000,Both sexes,13060,2695,8310,2055,395,11705,2370,7650,1690,330,10755,2340,6830,1580,340,9390,2155,5855,1375,240,100,20.6,63.6,15.7,3,100,20.2,65.4,14.4,2.8,100,21.8,63.5,14.7,3.2,100,22.9,62.4,14.6,2.6,11.6,13.7,8.6,21.6,19.7,21.4,15.2,21.7,30.1,16.2,39.1,25.1,41.9,49.5,64.6
832,Lacombe,CA,Alberta,48, ,4.1,00000,Male,6340,1380,4110,845,125,5660,1195,3795,675,100,5180,1185,3330,660,105,4560,1120,2900,545,80,100,21.8,64.8,13.3,2,100,21.1,67,11.9,1.8,100,22.9,64.3,12.7,2,100,24.6,63.6,12,1.8,12,15.5,8.3,25.2,25,22.4,16.5,23.4,28,19,39,23.2,41.7,55,56.3
832,Lacombe,CA,Alberta,48, ,4.1,00000,Female,6715,1305,4200,1205,265,6045,1180,3855,1010,230,5575,1155,3500,915,235,4830,1035,2960,830,160,100,19.4,62.5,17.9,3.9,100,19.5,63.8,16.7,3.8,100,20.7,62.8,16.4,4.2,100,21.4,61.3,17.2,3.3,11.1,10.6,8.9,19.3,15.2,20.4,13,20,31.7,12.8,39,26.1,41.9,45.2,65.6
833,Camrose,CA,Alberta,48, ,5.2,00000,Both sexes,18740,3145,11560,4040,745,17285,2810,11165,3310,490,15635,2505,9955,3165,475,14890,2770,9125,3000,425,100,16.8,61.7,21.6,4,100,16.3,64.6,19.1,2.8,100,16,63.7,20.2,3,100,18.6,61.3,20.1,2.9,8.4,11.9,3.5,22.1,52,19.9,25.5,16.1,27.6,56.8,25.9,13.5,26.7,34.7,75.3
833,Camrose,CA,Alberta,48, ,5.2,00000,Male,8955,1620,5655,1680,265,8265,1425,5475,1370,160,7390,1290,4800,1300,140,7055,1435,4405,1225,155,100,18.1,63.1,18.8,3,100,17.2,66.2,16.6,1.9,100,17.5,65,17.6,1.9,100,20.3,62.4,17.4,2.2,8.3,13.7,3.3,22.6,65.6,21.2,25.6,17.8,29.2,89.3,26.9,12.9,28.4,37.1,71
833,Camrose,CA,Alberta,48, ,5.2,00000,Female,9785,1525,5900,2355,480,9020,1385,5695,1945,330,8240,1215,5155,1865,335,7830,1335,4720,1780,270,100,15.6,60.3,24.1,4.9,100,15.4,63.1,21.6,3.7,100,14.7,62.6,22.6,4.1,100,17,60.3,22.7,3.4,8.5,10.1,3.6,21.1,45.5,18.8,25.5,14.5,26.3,43.3,25,14.2,25,32.3,77.8
835,Edmonton,CMA,Alberta,48, ,4.4,00000,Both sexes,1321425,243200,915565,162665,21260,1159875,204910,822715,132245,17185,1034945,187290,732830,114825,13260,937840,185645,653040,99150,10215,100,18.4,69.3,12.3,1.6,100,17.7,70.9,11.4,1.5,100,18.1,70.8,11.1,1.3,100,19.8,69.6,10.6,1.1,13.9,18.7,11.3,23,23.7,27.7,29.9,24.9,41.7,60.3,40.9,31,40.2,64.1,108.1
835,Edmonton,CMA,Alberta,48, ,4.4,00000,Male,660570,124360,462440,73765,7435,578980,105060,415190,58730,5575,514035,96015,367600,50415,4070,464260,94935,326550,42780,3030,100,18.8,70,11.2,1.1,100,18.1,71.7,10.1,1,100,18.7,71.5,9.8,0.8,100,20.4,70.3,9.2,0.7,14.1,18.4,11.4,25.6,33.4,28.5,29.5,25.8,46.3,82.7,42.3,31,41.6,72.4,145.4
835,Edmonton,CMA,Alberta,48, ,4.4,00000,Female,660860,118840,453125,88895,13830,580895,99860,407525,73515,11605,520915,91275,365230,64405,9185,473580,90715,326495,56375,7185,100,18,68.6,13.5,2.1,100,17.2,70.2,12.7,2,100,17.5,70.1,12.4,1.8,100,19.2,68.9,11.9,1.5,13.8,19,11.2,20.9,19.2,26.9,30.2,24.1,38,50.6,39.5,31,38.8,57.7,92.5
840,Lloydminster,CA,Alberta / Saskatchewan,48,47,4.0,00000,Both sexes,34585,7850,23720,3015,405,30800,6685,21395,2725,470,27025,5820,18785,2415,410,23965,5605,16145,2215,360,100,22.7,68.6,8.7,1.2,100,21.7,69.5,8.8,1.5,100,21.5,69.5,8.9,1.5,100,23.4,67.4,9.2,1.5,12.3,17.4,10.9,10.6,-13.8,28,34.9,26.3,24.8,-1.2,44.3,40.1,46.9,36.1,12.5
840,Lloydminster,CA,Alberta / Saskatchewan,48,47,4.0,00000,Male,17400,4020,12030,1355,150,15545,3375,10995,1175,150,13670,2960,9720,990,110,12070,2870,8250,950,125,100,23.1,69.1,7.8,0.9,100,21.7,70.7,7.6,1,100,21.7,71.1,7.2,0.8,100,23.8,68.4,7.9,1,11.9,19.1,9.4,15.3,0,27.3,35.8,23.8,36.9,36.4,44.2,40.1,45.8,42.6,20
840,Lloydminster,CA,Alberta / Saskatchewan,48,47,4.0,00000,Female,17190,3835,11690,1660,250,15255,3310,10400,1545,320,13355,2865,9065,1430,300,11895,2740,7895,1260,230,100,22.3,68,9.7,1.5,100,21.7,68.2,10.1,2.1,100,21.5,67.9,10.7,2.2,100,23,66.4,10.6,1.9,12.7,15.9,12.4,7.4,-21.9,28.7,33.9,29,16.1,-16.7,44.5,40,48.1,31.7,8.7
